id,text,label_list,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
772,first time belii disini dan ternyata baguss poll cantik sesuai digambar awalnya ragu karna saya dikalimatan ternyta no tipu ya teman next bakal order disini lg sih,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
773,store berada di dalam vrtx bisa belanja sekaligus jajan,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
774,bajunya lucu cocok untuk korean look,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
775,kasir malam ini kurang informatif soal info member dan barang yg dibeli tidak dilipat dengan rapih harusnya pelayanan fashion mengedepankan kerapihan pada saat dibungkus,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
776,harga terjangkau pilihannya bagus pelayanan ramah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
777,kualitas produk halus lumayan tebel juga lumayan lah buat harga segini,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
778,sebenarnya produk nya bagus cuman owner nya ngirim celana yg abu aku pesen yg black,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
779,storenya cantikk sekalii pegawai nya juga ramah dan membantu koleksi nya ada berbagai macam model warna cuma sayang untuk ukuran yang bigsize disini belum memadaii,PRODUCT_POSITIVE|PRODUCT_NEGATIVE|PLACE_POSITIVE,1,1,0,0,0,0,1,0,0,0,0,0,0
780,kualitas produk lumayan ok cuman ada caacat sedikit,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
781,bahan nya imut nyaman dipake cuma uk 30 masih cingkrang di tb 170,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
782,tersedia bermacam fashion mudah dijangkau berada dipinggir jalan utama update kini semakin tertata hanya perlu pendingin ruangan agar belanja semakin nyaman,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
783,enak bgt tebelll lembut jahitan g usah dtanya lg screamous mah d best ini ke 3x nya blanja disni slalu puass,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
784,uk pass bahan tebel bagussssssssss,PRODUCT_POSITIVE|OUT_OF_TOPIC,1,0,0,0,0,0,0,0,0,0,0,0,1
785,toko amanah saya beli online dan barang yang datang bagus sesuai dengan ekspektasi,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
786,pakaian lucu harga terjangkau sering update stok,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
787,bahan nya adem tebal dan nyaman kualitas produk sangat baguscuman sayang kebesaran pdahal bb 96 celananya masih kebesaran,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
788,selaluu seneng belanja di hos,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
789,product quality bagus cuman rada tipis bahannya,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
790,akhirnya ada di jogja best,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
791,bahannya tipis tapi nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
792,sangat lengkap dan harga sangat affordable,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
793,kualitas mantap bangettapi ukuran yg saya pesan tidak sesuai yg saya pesan kalo retur kelamaan lagi jadi saya pensil ulang ke tukang penjahit,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
794,baju kekinian korean style cocok untuk oleh oleh,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
795,produk lucu harga masih terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
796,kualitas produk bahan sangat premium tebal dan halus tidak bikin gerah ga bikin kecewa deh sama barangnya lain waktu pasti order lagi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
797,bagus banget sesuai dengan gambar ukuran pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
798,rekomendasi pakaian kaum hawa ni bisa ke tempat ini menyediakan banyak ragam pakaian tali kayaknya kl ukuran over size tidak tersedia disini huhu atau ada tapi nda banyak yg ukuran gede parkiran nya luas dan ada piting baju nya juga disini,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
799,barang barangnya bagus harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
800,nice quality mantap pengiriman tepat waktu seller nice behsjananwnbdbd dhebajjsw kejdbenkwkw hdhebeheje idiwnwkkwkw odoenebduka odnendjje jdbe iebeje ishehhd idjehd idi,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
801,bagus sesuai ekspektasi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
802,kualitas produk y ini sudah bagus banget sih apa lagi yg grey behhh kerasa bgt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
803,toko nyaman baju bagus kekinian,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
804,belanja di sini bikin gelap mata apa yang dilihat pengen dibeli murah ada harga grosirnya juga dress anak tanggung 10 tahun harganya ga nyampe 50 ribu bahkan ada yang 20 ribu juga bahannya adem modelnya cantik bisa buat dijual lagi celana pendek cowo 100 ribu dapet 3 ada ukuran big size juga pakaian cewe juga banyak pilihan rok plisket aja cuma 30 ribu di toko ini lengkap banget dari alat dapur aksesoris sampai parfum juga ada dari depan parkirnya kecil ternyata ada lahan dibelakang dan samping toko buat parkir mobil dan motor,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
805,kereenn bikin well dressed bgt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
806,product quality bahannya bagus bgt tb 170 bb 68 ukuran l,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
807,celananya bagus banget sesuaii dan kain nya lembut,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
808,selaluu seneng belanja di hos,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
809,bahan bagus enak pas di pake cuma mines di packaging kurang kerasa premium aja isinya plastik bening biasa gaada tambahan gituu ucapan atau sticker tpi overall suka,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
810,tau store ini dari tiktok tempatnya bagus pilihan bajunya casual dan elegant cocok buat yang suka simple outfit,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
811,bahannya tipis tapi nyaman,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
812,front staff tidak ramah padahal sudah membeli pengalaman kurang menyenangkan,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
813,kacau si bahan nya tebel baru ini nemu bahan baju yg dri dlu di pengen mantap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
814,kualitas produk bagus pol gila bahannya tebel banget tp nyaman dan ga panas desainnya simpel tp oke tb 160 bb 60 ukuran s pokonya gajian berikut harus beli lagi ma,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
815,udah beli disana bener2 bagus banget model2 nya dan bahannya bagus banget lembutttt sukaaa bangettt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
816,oke sesuai ekspektasi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
817,kualitas kurang baik bahan cepat rusak setelah dipakai beberapa hari,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
818,tempat belanja baju murah dan banyak variasi serta selalu update pokoknya kalau main ke jogja pasti ke sini,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
819,kualitas produk screamous itu emang bahannya enak enak ya sweet pants nya adem banget sumpah,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
820,kualitas produk nyaman dan hangatcocok buat saya yang tinggal di daerah yang dingin,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
821,tidak sama dengan baju yg pertama,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
822,kualitas produk bahan tebal jahitan rapih buat yang takut saku belakang ga muat dompet tenang dalem ini saku belakangnya jdi aman buat nyimpen dompet asal jangan dom,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
823,bahan tebel ga usah ragu lagi minesnya gw salah ambik ukuran jadinya ngepaa bgt,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
824,ukuran pas bhan lumayan tebel dan bagus suka krna panjangnya pas disaya yg tinggi badan 168 bb 70 semoga awet,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
825,aku beli baju di toko zano ini sangat amanah bagus dan cantik bajunyakakanya ramah sekali luvv zanonext klo ada rezeki bnyk order lagi huhuhuy,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
826,lucu lucu,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
827,bahannya nyaman pas cutting an ny juga pas bgt sih enk un,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
828,barang terbaru bagus wajib mampir,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
829,keren bb 70 tb 172 pake m,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
830,kualitas produk y bgus lh ini hrg awl aja 300k tpi kayak nya yg hitam ini potensi ber serabut,PRODUCT_NEGATIVE|PRODUCT_NEUTRAL|PRICE_NEUTRAL,0,1,1,0,0,1,0,0,0,0,0,0,0
831,lengkap banget mulai dari makeup baju sepatu tas topi boneka baju renang seprei aksesories jilbab mukena dll semuanyaaa ada udah makin tertata dan rapi enak tempatnya nggak desak desakan karna tempatnya juga luass harga juga terjangkau pelayanan ramah sesuai protokol kesehatan cuci tangan pakai masker juga jaga jarak pembayarannya harus per lantai bisa tunai bisa debit juga,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
832,selalu memuaskan belanja di sini,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
833,rekomendasi sih buat baju baju yang luculucu dan buat baju main,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
834,tempatnya aesthetic koleksinya juga bagus fitting roomnya jg banyak cuma yg disayangkan perilaku pegawainya yg bikin risih banyak yg becanda sehingga tidak profesional ditambah banyak pegawai yg kurang ramah semoga jadi bahan pembelajaran untuk kedepannya,PRODUCT_POSITIVE|PLACE_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,1,1,0,0,0,0,0
835,murah bajunya bagus tempat nyaman,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
836,lokasi dekat kampus uny ugm harga bervariasi dan ada fitting room,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
837,terima kasih pesanan saya sudah sampai,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
838,model dan bahannya bagus pengiriman juga cepat,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
839,kualitas produk pas cuma kepanjangan sedikit oke lah masih nyaman bahan enak halus,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
840,bajunya lucu harga terjangkau bahan bagus,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
841,bagus sangat cocok untuk saya bahan nya bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
842,product quality best of the best,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
843,jaitannya g rapih bnang bnang nya kluar kluar,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
844,oke,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
845,bahan nyaman ukuran pas dan premium quality,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
846,kualitas produk bagustebel tpi ademsesuai gambar besok order lagi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
847,oke sesuai ekspektasi,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
848,bajunya lucu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
849,saya pesan dua yg dikirim satu,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
850,nggk masuk akal bahan bagus banget kualitas mantap dengan harga terjangkau kalau dibanding merek luar rekomended banget,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
851,bahannya halus banget halus licin beneran unik,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
852,kualitas mantap poll kece bngt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
853,so far so good lah,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
854,bajunya lucu harga terjangkau sangat recommended,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
855,the quality and service is very good,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
856,ramah dan produknya bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
857,rekomendasi,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
858,bagus murah,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
859,tempat luas ramah harga oke,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
860,kualitas produk bagus banget gilaaa bahan tebel halusss lembut nyaman bnget di kulit mantabbb,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
861,bahan adem kualitasnya bagus packing rapi jahitan rapi pengiriman sangat cepat,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
862,pelayanan ramah pilihan baju beragam,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
863,barang terbaru bagus wajib mampir,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
864,barang sesuai deskripsi iklam bahan cukup nyaman jahitan rapih rekomended seller,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
865,pelayanan sangat baik dan ramah tempat nyaman,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
866,keren bet luh punya baju gk buat pandwjafbe,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
867,tempat strategis banyak koleksi bisa coba langsung staff ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
868,mantappp udh 2x beli produknya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
869,sesuai nyaman untuk bb 45 i saranin pilih m,PRODUCT_POSITIVE|OUT_OF_TOPIC,1,0,0,0,0,0,0,0,0,0,0,0,1
870,kualitas produk sangat bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
871,bagusss bahan tebal kualitas produk sangat bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
872,tempat luas dan harga barangnya murahmurah lokasi strategis pinggir jalan kaliurang km 9,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
873,tempat belanjanya kaum hawa tempatnya cakep estetik puoll,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
874,pelayanan ramah model keren puas,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
875,udah sering ke sini lengkap kerudungnya terus ada ciput dan baju dalaman juga,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
876,bahan bagus jahitan rapi enak dan nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
877,udah langganan beli disini pelayanan mba2 nya ramah bangettt juarakk ga sengaja lihat 1 komen customer kegeeran bukannya mba2 toko nya takut kemalingan tetapi setau saya retail punya sop pegawai untuk selalu memperhatikan cust di kala butuh bantuan dan so far selama saya ke hos mba2 nya gaada lihatin seolah2 kita mau maling kok malah merasa terbantu bangett lovvv mbaa,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
878,toko online terbaikadminnya the best highly rekomen,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
879,pelayanan baik barang bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
880,good place,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
881,bagus harga terjangkau recommended,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
882,bagus kainnya tebal dan sesuai sama deskripsi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
883,product quality bahan kain halus ukuran pilih xl pas di badan gak kegedean gak kekecilan jahitan rapi overall goods,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
884,pelayanannya sangat ramah tempatnya bersih dan rapi barangnya juga lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
885,recomended pilihan banyak harga terjangkau kualitas bagus2 pelayanan ramah pas hp ketinggalan selang beberapa waktu balik lagi masih di amankan terimakasih banyak,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
886,bagus banget barang lengkap dan staff ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
887,bagus banget bahannya adem enak dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
888,kaos pertama dri brand ini and qualitynya bagus banget bahannya bener tebel bagus halus dan dingin ga bikin gerah awalnya mikir ga akan setebel itu tpi ternyata tebel,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
889,tempat cari baju kaos rok celana pendekpanjang dll semua ada di mari buat mas mas mbak mbak ibuk ibuk bapak bapak boleh lah di coba harga terjangkau pasti nya,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
890,tempat nyaman model bagus recommended,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
891,berada di jakal tempatnya gede bangeeeet lumayan hits karna harga nya murah2 kaos cuman 30rban murah kan hahahaha tp ya kualitas barang2 disini standar aja sih sukses selalu fashion icon,PRODUCT_NEUTRAL|PRICE_POSITIVE|PLACE_POSITIVE,0,0,1,1,0,0,1,0,0,0,0,0,0
892,baju nya bagus bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
893,barang bagus layanan prima,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
894,tempat nyaman pilihan menarik banyak model,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
895,produknya bagus bahan tebal pas juga ketika dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
896,product quality best of the best,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
897,lengkap pilihannya luas tempatnya good,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
898,sudah co banyak ga kasih giveaway kah min,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
899,barangnya bagus dan sampai dengan aman,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
900,dari pertama masuk ke tokonya langsung disambut dengan suasana yang cozy dan aesthetic koleksi bajunyaa juga bagus dan kece modelnya kekinian banget cocok buat hangout ngantor sampai acara spesial pelayanannya juga juara mba2 nya ramah sabar dan selalu siap bantu cari ukuran atau rekomendasi style yang pas,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
901,bahannya halus real pict cuma xlnya besar banget tp gpp selebihnya bagus dan recomend,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
902,store outfit basic rekomendasi di jogja dan brand lokal,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
903,koleksinya lucu lucu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
904,bajunya lucu dan affordable,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
905,bajunya lucu harga terjangkau tempat nyaman staff ramah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
906,pokonya sangat bagu the best memang ukurannya pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
907,baju lucu bahan lembut cardigan nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
908,barang nya bagus mntap nanti saya beli lagi kalau lebaran taun depan masih diberi kesehatan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
909,sangat disayangkan sekali kasir lgsung memasukan pakaian tanpa melipat nya sehingga 2 baju 1 dress 1 atasan wanita tunik sy beli kusut semua pdhl sy beli jg ga murah mestinya bisa menghargai customer ya terkesan buru bgt kbtln wktu itu pun jg tdk ada antrian mnt sy tindakan kasir tdk sesuai sop ritel sgt disayangkan sekali pdhl fashion icon toko pakaian yg besar dan py bbrp cabang smg pelayanan fashion icon bisa lebih baik lagi makin sukses kedepan nya terimakasih,PRODUCT_NEGATIVE|PLACE_NEGATIVE,0,1,0,0,0,0,0,1,0,0,0,0,0
910,menarik belanja disini harganya terjangkau kualitasnya baguss,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
911,outfit bagus desain timeless warna netral harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
912,tempat belanja pakaian lengkap dan terjangkau,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
913,kualitas produk sangat baik puas banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
914,kualitas produk bagus adem enak di pakai juga terima kasih ini enak celananya dan pas tidak kekecilan atau tidak kebesaran,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
915,baru kali ini sih punya kaos berbahan katun bangkok keren sih design original bakal belanja lg nunggu flash sale,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
916,bagus banget bahannya dan sesuai di etalase ga nyesel deh,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
917,andalan ootd terbaik,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
918,harga mahasiswa bgt barangnya lucuu lucu dan banyak promooo,PRODUCT_POSITIVE|PRICE_POSITIVE|PROMOTION_POSITIVE,1,0,0,1,0,0,0,0,0,1,0,0,0
919,cocok fit nya di bb88180 next bakal beli artikel lain,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
920,koleksi menarik pelayanan ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
921,bajunya lucu dan bahannya bagus banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
922,sangat bagus kain lembut warna sesuai nyaman di pakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
923,masmba tlg diperbaiki lgi playanannya sya komplen dilive krna paket masi nunggu kurir selama seminggu bukannya jawab yg enak malah diblg yauda beli ditoko sebelah aja,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
924,bgus bahannya tebel cocok dan pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
925,barang bagus lucu harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
926,baru pertama kali kesini memuaskan harga terjangkau dan pilihan banyak bakal jadi langganan kedepannya,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
927,belum pantun udah cakep sehari sampe mantap,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
928,bajunya bagus tidak menyesal beli disini recommended,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
929,sesuai pesanan bagus2 koleksi nya harga nya terjangkau terimakasih toko nya sudah amanah terimakasih kakak,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
930,tipis bet bjir kualitas produk tipis bet bjir,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
931,walaupun sama2 size m tapi yg hitam lbh pas di badan saya,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
932,best buy in december hahaha baguus cuttingannya juga oke,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
933,tempat hiiling ciwik2 kesini cuma mau nyari masker karena disini lumayan banyak item masker nya tempat adem pelayan ramah parkir murah motor 1k dan mobil 2k barang barang juga lengkap kok,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
934,produkny bagus dan berkualitas sesuai harga,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
935,bahan adem gak bikin gerah nyaman buat dipakai,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
936,produk bagus tapi display kurang luas,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
